OrderID,Product,Category,Region,Quantity,PricePerUnit,TotalSales,Date
ORD10107,Refrigerator,Home Appliances,Europe,1,2500,2500.0,2024-10-26
ORD10108,Air Conditioner,Home Appliances,South America,3,3500,10500.0,2024-12-07
ORD10109,Laptop,Electronics,Europe,1,1200,1200.0,2024-09-21
ORD10110,Washing Machine,Home Appliances,Asia,6,1800,10800.0,2024-09-07
ORD10111,Running Shoes,Sports,Europe,4,100,400.0,2024-11-24
ORD10112,Board Game,Toys,Asia,1,80,80.0,2024-11-16
ORD10113,Washing Machine,Home Appliances,Europe,1,1800,1800.0,2025-01-14
ORD10114,Camera,Electronics,Europe,3,700,2100.0,2025-02-07
ORD10115,Washing Machine,Home Appliances,Europe,3,1800,5400.0,2024-09-18
ORD10116,Shoes,Apparel,North America,1,80,80.0,2024-09-13
ORD10117,Jeans,Apparel,Asia,1,50,50.0,2024-11-21
ORD10118,Washing Machine,Home Appliances,Europe,4,1800,7200.0,2024-10-08
ORD10119,Camera,Electronics,North America,1,700,700.0,2024-11-01
ORD10120,Shoes,Apparel,Australia,9,80,720.0,2024-09-18
ORD10121,Dining Table,Furniture,Australia,3,3500,10500.0,2024-12-21
ORD10122,Shoes,Apparel,Australia,2,80,160.0,2024-10-18
ORD10123,Philosophy,Books,Europe,3,18,54.0,2024-10-03
ORD10124,Board Game,Toys,Europe,2,80,160.0,2024-12-07
ORD10125,Running Shoes,Sports,North America,1,100,100.0,2024-12-27
ORD10126,Bed,Furniture,Asia,1,4500,4500.0,2025-02-04
ORD10127,Dining Table,Furniture,Europe,4,3500,14000.0,2024-12-23
ORD10128,T-Shirt,Apparel,Europe,2,25,50.0,2024-11-15
ORD10129,Vacuum Cleaner,Home Appliances,Asia,1,500,500.0,2024-09-18
ORD10130,Refrigerator,Home Appliances,Europe,4,2500,10000.0,2025-01-26
ORD10131,Bed,Furniture,Australia,1,4500,4500.0,2024-10-13
ORD10132,Tablet,Electronics,Australia,4,500,2000.0,2024-11-08
ORD10133,Vacuum Cleaner,Home Appliances,Asia,1,500,500.0,2024-09-26
ORD10134,Smartwatch,Electronics,North America,2,300,600.0,2024-11-16
ORD10135,Bed,Furniture,North America,1,4500,4500.0,2025-01-02
ORD10136,Laptop,Electronics,Australia,3,1200,3600.0,2024-12-25
ORD10137,Jacket,Apparel,North America,1,120,120.0,2024-09-03
ORD10138,Shoes,Apparel,Asia,1,80,80.0,2024-11-16
ORD10139,Dining Table,Furniture,Europe,1,3500,3500.0,2024-10-23
ORD10140,Philosophy,Books,South America,2,18,36.0,2024-11-05
ORD10141,Dining Table,Furniture,Australia,3,3500,10500.0,2025-01-09
ORD10142,Sweater,Apparel,Europe,1,60,60.0,2024-09-02
ORD10143,Smartphone,Electronics,Asia,1,800,800.0,2024-09-26
ORD10144,Washing Machine,Home Appliances,Europe,1,1800,1800.0,2024-11-10
ORD10145,Laptop,Electronics,Asia,9,1200,2898.102621132492,2025-02-05
ORD10146,Tablet,Electronics,Asia,4,500,2000.0,2024-09-22
ORD10147,Bookshelf,Furniture,Europe,2,2000,4000.0,2025-01-30
ORD10148,Laptop,Electronics,Asia,2,1200,2400.0,2025-01-30
ORD10149,Sweater,Apparel,Asia,4,60,240.0,2024-09-29
ORD10150,Bed,Furniture,Europe,2,4500,9000.0,2024-11-27
ORD10151,Smartphone,Electronics,Asia,1,800,800.0,2024-10-24
ORD10152,Non-Fiction,Books,South America,4,20,80.0,2025-02-13
ORD10153,History,Books,Europe,3,25,75.0,2024-12-20
ORD10154,Running Shoes,Sports,South America,2,100,200.0,2024-10-13
ORD10155,Refrigerator,Home Appliances,South America,1,2500,2500.0,2025-01-27
ORD10156,Smartphone,Electronics,South America,1,800,800.0,2025-02-13
ORD10157,T-Shirt,Apparel,Europe,1,25,25.0,2024-08-30
ORD10158,Washing Machine,Home Appliances,Asia,4,1800,7200.0,2024-10-25
ORD10159,Tablet,Electronics,North America,1,500,500.0,2025-01-01
ORD10160,Sweater,Apparel,Europe,2,60,120.0,2025-01-15
ORD10161,Jacket,Apparel,North America,1,120,120.0,2024-10-07
ORD10162,T-Shirt,Apparel,North America,1,25,25.0,2025-02-20
ORD10163,T-Shirt,Apparel,Europe,1,25,25.0,2025-01-22
ORD10164,Shoes,Apparel,Asia,1,80,80.0,2024-11-16
ORD10165,Lego Set,Toys,Australia,2,100,200.0,2024-09-10
ORD10166,Doll,Toys,Europe,1,50,50.0,2024-10-31
ORD10167,Vacuum Cleaner,Home Appliances,South America,6,500,3000.0,2025-02-23
ORD10168,Wardrobe,Furniture,Asia,2,6000,12000.0,2024-10-03
ORD10169,Washing Machine,Home Appliances,North America,3,1800,5400.0,2024-12-23
ORD10170,T-Shirt,Apparel,Asia,2,25,50.0,2024-11-28
ORD10171,Refrigerator,Home Appliances,South America,3,2500,7500.0,2025-01-22
ORD10172,Science,Books,Australia,2,30,60.0,2025-01-21
ORD10173,Shoes,Apparel,North America,1,80,80.0,2025-02-16
ORD10174,Bed,Furniture,North America,3,4500,13500.0,2024-10-28
ORD10175,Lego Set,Toys,Europe,4,100,400.0,2025-01-19
ORD10176,Jeans,Apparel,Australia,3,50,150.0,2025-02-15
ORD10177,Fiction,Books,South America,4,15,60.0,2025-02-07
ORD10178,Smartwatch,Electronics,Australia,10,300,1632.9866008997717,2024-11-09
ORD10179,Tablet,Electronics,South America,1,500,500.0,2025-01-24
ORD10180,Doll,Toys,Australia,5,50,250.0,2024-09-08
ORD10181,Tennis Racket,Sports,Australia,2,120,240.0,2024-10-05
ORD10182,Smartphone,Electronics,Australia,1,800,800.0,2024-12-21
ORD10183,Camera,Electronics,North America,3,700,2100.0,2025-02-18
ORD10184,Bed,Furniture,South America,1,4500,4500.0,2024-12-01
ORD10185,T-Shirt,Apparel,Asia,1,25,25.0,2024-12-02
ORD10186,Football,Sports,Asia,1,60,60.0,2025-01-08
ORD10187,History,Books,Asia,2,25,50.0,2024-11-13
ORD10188,Bookshelf,Furniture,North America,2,2000,4000.0,2025-02-16
ORD10189,Refrigerator,Home Appliances,Asia,1,2500,2500.0,2025-01-17
ORD10190,Refrigerator,Home Appliances,Europe,1,2500,2500.0,2024-11-04
ORD10191,T-Shirt,Apparel,North America,1,25,25.0,2024-09-03
ORD10192,T-Shirt,Apparel,Asia,3,25,75.0,2025-01-03
ORD10193,Air Conditioner,Home Appliances,Europe,1,3500,3500.0,2024-11-21
ORD10194,Bed,Furniture,South America,6,4500,27000.0,2024-10-09
ORD10195,Sofa,Furniture,Asia,1,5000,5000.0,2024-12-24
ORD10196,Microwave,Home Appliances,Asia,4,200,800.0,2025-02-23
ORD10197,Non-Fiction,Books,Asia,4,20,80.0,2025-01-29
ORD10198,Sofa,Furniture,Asia,4,5000,20000.0,2025-02-09
ORD10199,Smartphone,Electronics,Australia,2,800,1600.0,2024-12-28
ORD10200,Non-Fiction,Books,Asia,1,20,20.0,2025-01-04
ORD10201,Air Conditioner,Home Appliances,Asia,3,3500,10500.0,2024-09-15
ORD10202,Tennis Racket,Sports,North America,1,120,120.0,2024-11-10
ORD10203,Washing Machine,Home Appliances,Asia,1,1800,1800.0,2024-11-30
ORD10204,Board Game,Toys,South America,3,80,240.0,2024-10-15
ORD10205,Dining Table,Furniture,South America,1,3500,3500.0,2024-10-05
ORD10206,Tennis Racket,Sports,North America,4,120,480.0,2025-01-01
ORD10207,Shoes,Apparel,Asia,3,80,240.0,2024-12-23
ORD10208,Vacuum Cleaner,Home Appliances,Asia,3,500,1500.0,2024-11-10
ORD10209,Air Conditioner,Home Appliances,North America,3,3500,10500.0,2024-10-28
ORD10210,Board Game,Toys,Asia,2,80,160.0,2024-11-27
ORD10211,RC Car,Toys,North America,1,150,150.0,2025-01-28
ORD10212,Camera,Electronics,South America,3,700,2100.0,2025-01-24
ORD10213,Washing Machine,Home Appliances,Europe,2,1800,3600.0,2024-11-23
ORD10214,Philosophy,Books,Asia,1,18,18.0,2025-01-08
ORD10215,Jeans,Apparel,North America,1,50,50.0,2024-09-08
ORD10216,Dining Table,Furniture,South America,1,3500,3500.0,2024-11-15
ORD10217,Action Figure,Toys,Asia,1,40,40.0,2024-10-27
ORD10218,Shoes,Apparel,Asia,1,80,80.0,2025-01-14
ORD10219,Wardrobe,Furniture,Asia,1,6000,6000.0,2024-11-17
ORD10220,Microwave,Home Appliances,North America,1,200,200.0,2024-12-03
ORD10221,Lego Set,Toys,Asia,2,100,200.0,2025-02-04
ORD10222,Non-Fiction,Books,Asia,2,20,40.0,2024-12-26
ORD10223,Washing Machine,Home Appliances,South America,2,1800,3600.0,2024-12-26
ORD10224,RC Car,Toys,Asia,5,150,750.0,2024-12-29
ORD10225,Science,Books,North America,1,30,30.0,2024-11-25
ORD10226,Refrigerator,Home Appliances,Europe,2,2500,5000.0,2025-01-23
ORD10227,Bookshelf,Furniture,Australia,3,2000,6000.0,2024-09-08
ORD10228,Smartphone,Electronics,Asia,1,800,800.0,2024-09-17
ORD10229,Tablet,Electronics,North America,1,500,500.0,2025-02-11
ORD10230,Camera,Electronics,South America,2,700,1400.0,2024-10-28
ORD10231,Refrigerator,Home Appliances,Asia,1,2500,2500.0,2024-11-06
ORD10232,Smartphone,Electronics,North America,1,800,800.0,2024-11-19
ORD10233,Refrigerator,Home Appliances,Asia,2,2500,5000.0,2025-01-03
ORD10234,Microwave,Home Appliances,North America,6,200,1200.0,2025-01-07
ORD10235,Tennis Racket,Sports,North America,9,120,1080.0,2024-09-14
ORD10236,Microwave,Home Appliances,Europe,3,200,600.0,2025-02-11
ORD10237,T-Shirt,Apparel,Europe,1,25,25.0,2024-12-25
ORD10238,Smartwatch,Electronics,North America,2,300,600.0,2025-02-23
ORD10239,RC Car,Toys,North America,2,150,300.0,2024-10-26
ORD10240,T-Shirt,Apparel,Europe,2,25,50.0,2025-01-21
ORD10241,Jacket,Apparel,North America,2,120,240.0,2025-01-03
ORD10242,Sweater,Apparel,Asia,1,60,60.0,2024-09-05
ORD10243,Jacket,Apparel,Australia,3,120,360.0,2024-11-27
ORD10244,Tablet,Electronics,South America,4,500,2000.0,2024-10-01
ORD10245,Dining Table,Furniture,Asia,3,3500,10500.0,2024-10-24
ORD10246,T-Shirt,Apparel,North America,2,25,50.0,2024-11-14
ORD10247,Board Game,Toys,North America,5,80,400.0,2024-12-19
ORD10248,Vacuum Cleaner,Home Appliances,Asia,2,500,1000.0,2024-08-29
ORD10249,T-Shirt,Apparel,North America,1,25,25.0,2024-10-26
ORD10250,Microwave,Home Appliances,Australia,1,200,200.0,2024-11-11
ORD10251,Dining Table,Furniture,Asia,6,3500,21000.0,2025-02-21
ORD10252,Smartwatch,Electronics,North America,3,300,900.0,2024-09-30
ORD10253,Philosophy,Books,North America,1,18,18.0,2024-12-09
ORD10254,Smartwatch,Electronics,Asia,2,300,600.0,2024-12-02
ORD10255,Jeans,Apparel,North America,1,50,50.0,2024-10-09
ORD10256,Laptop,Electronics,Europe,1,1200,1200.0,2025-01-19
ORD10257,Microwave,Home Appliances,Asia,6,200,1200.0,2024-11-04
ORD10258,Dining Table,Furniture,Europe,24,3500,16114.726395285303,2024-09-01
ORD10259,Air Conditioner,Home Appliances,Australia,1,3500,3500.0,2025-02-11
ORD10260,Jeans,Apparel,Asia,2,50,100.0,2024-10-01
ORD10261,Dining Table,Furniture,South America,3,3500,10500.0,2025-01-11
ORD10262,Laptop,Electronics,Asia,28,1200,12787.355230504194,2025-01-05
ORD10263,Lego Set,Toys,Asia,2,100,200.0,2024-10-12
ORD10264,Jacket,Apparel,Europe,2,120,240.0,2025-01-28
ORD10265,Microwave,Home Appliances,North America,3,200,600.0,2025-01-17
ORD10266,Smartwatch,Electronics,North America,2,300,600.0,2024-10-16
ORD10267,Sweater,Apparel,North America,20,60,332.3642262848642,2024-09-23
ORD10268,Running Shoes,Sports,Europe,2,100,200.0,2024-09-04
ORD10269,History,Books,Europe,1,25,25.0,2024-11-25
ORD10270,Refrigerator,Home Appliances,Europe,6,2500,15000.0,2024-09-02
ORD10271,Lego Set,Toys,North America,2,100,200.0,2024-09-20
ORD10272,Washing Machine,Home Appliances,Europe,1,1800,1800.0,2024-09-26
ORD10273,Washing Machine,Home Appliances,Asia,3,1800,5400.0,2024-10-20
ORD10274,Basketball,Sports,South America,27,70,499.90545628100654,2025-02-10
ORD10275,Football,Sports,North America,2,60,120.0,2025-01-16
ORD10276,Fiction,Books,South America,4,15,60.0,2025-01-12
ORD10277,Camera,Electronics,Australia,1,700,700.0,2025-02-03
ORD10278,Smartwatch,Electronics,Europe,4,300,1200.0,2024-11-21
ORD10279,Doll,Toys,North America,3,50,150.0,2024-09-08
ORD10280,Dining Table,Furniture,North America,2,3500,7000.0,2025-01-29
ORD10281,Smartwatch,Electronics,Europe,2,300,600.0,2025-02-20
ORD10282,T-Shirt,Apparel,South America,3,25,75.0,2025-01-10
ORD10283,Jeans,Apparel,Asia,1,50,50.0,2024-10-27
ORD10284,Smartphone,Electronics,North America,3,800,2400.0,2024-09-04
ORD10285,Camera,Electronics,Asia,3,700,2100.0,2025-02-10
ORD10286,Laptop,Electronics,Asia,1,1200,1200.0,2024-12-25
ORD10287,Washing Machine,Home Appliances,North America,4,1800,7200.0,2024-11-17
ORD10288,Camera,Electronics,Asia,1,700,700.0,2024-12-13
ORD10289,Smartwatch,Electronics,North America,1,300,300.0,2024-11-12
ORD10290,Bed,Furniture,Asia,3,4500,13500.0,2024-10-27
ORD10291,Dumbbells,Sports,South America,2,150,300.0,2025-02-07
ORD10292,Washing Machine,Home Appliances,Europe,7,1800,12600.0,2024-10-05
ORD10293,Sweater,Apparel,Asia,2,60,120.0,2024-09-07
ORD10294,Dining Table,Furniture,South America,1,3500,3500.0,2024-09-27
ORD10295,Science,Books,Asia,1,30,30.0,2025-01-13
ORD10296,Smartphone,Electronics,Europe,2,800,1600.0,2024-10-28
ORD10297,Microwave,Home Appliances,Europe,1,200,200.0,2025-01-20
ORD10298,Smartwatch,Electronics,Asia,3,300,900.0,2025-02-09
ORD10299,Sofa,Furniture,Asia,1,5000,5000.0,2025-01-06
ORD10300,Air Conditioner,Home Appliances,Asia,1,3500,3500.0,2024-10-29
ORD10301,Shoes,Apparel,Europe,2,80,160.0,2024-12-20
ORD10302,Washing Machine,Home Appliances,Asia,6,1800,10800.0,2024-10-24
ORD10303,Science,Books,South America,2,30,60.0,2024-09-09
ORD10304,Basketball,Sports,Asia,3,70,210.0,2024-08-30
ORD10305,Tablet,Electronics,Europe,27,500,3500.1435379342165,2025-01-26
ORD10306,Microwave,Home Appliances,Europe,4,200,800.0,2024-11-10
ORD10307,Science,Books,North America,20,30,176.82520722355412,2024-11-13
ORD10308,RC Car,Toys,North America,2,150,300.0,2024-11-11
ORD10309,Lego Set,Toys,North America,1,100,100.0,2025-02-17
ORD10310,Vacuum Cleaner,Home Appliances,Asia,5,500,2500.0,2024-11-08
ORD10311,Washing Machine,Home Appliances,North America,2,1800,3600.0,2024-09-24
ORD10312,Fiction,Books,Australia,1,15,15.0,2025-01-28
ORD10313,Action Figure,Toys,North America,2,40,80.0,2025-02-07
ORD10314,Camera,Electronics,Asia,1,700,700.0,2024-12-13
ORD10315,Dumbbells,Sports,Asia,1,150,150.0,2024-11-15
ORD10316,Action Figure,Toys,Asia,1,40,40.0,2024-11-12
ORD10317,Smartwatch,Electronics,Asia,2,300,600.0,2024-10-28
ORD10318,Tablet,Electronics,South America,2,500,1000.0,2025-01-19
ORD10319,Sweater,Apparel,North America,1,60,60.0,2024-10-15
ORD10320,Doll,Toys,Australia,2,50,100.0,2024-11-28
ORD10321,Laptop,Electronics,North America,18,1200,5806.980295660719,2024-09-05
ORD10322,Jacket,Apparel,South America,5,120,600.0,2025-01-20
ORD10323,Jeans,Apparel,Europe,1,50,50.0,2025-01-18
ORD10324,Refrigerator,Home Appliances,Australia,1,2500,2500.0,2024-08-29
ORD10325,Lego Set,Toys,Australia,1,100,100.0,2024-09-01
ORD10326,Tablet,Electronics,Asia,5,500,2500.0,2024-10-15
ORD10327,Non-Fiction,Books,Asia,1,20,20.0,2024-10-15
ORD10328,Bookshelf,Furniture,North America,2,2000,4000.0,2025-01-09
ORD10329,Refrigerator,Home Appliances,North America,2,2500,5000.0,2025-01-17
ORD10330,Laptop,Electronics,North America,2,1200,2400.0,2024-10-27
ORD10331,Football,Sports,North America,1,60,60.0,2024-09-21
ORD10332,Board Game,Toys,South America,2,80,160.0,2024-10-24
ORD10333,Vacuum Cleaner,Home Appliances,North America,1,500,500.0,2024-09-08
ORD10334,Laptop,Electronics,North America,3,1200,3600.0,2024-11-23
ORD10335,Tablet,Electronics,Europe,2,500,1000.0,2025-01-29
ORD10336,Tennis Racket,Sports,Asia,1,120,120.0,2024-10-27
ORD10337,Air Conditioner,Home Appliances,Asia,1,3500,3500.0,2024-12-19
ORD10338,Bed,Furniture,Australia,2,4500,9000.0,2024-12-26
ORD10339,Smartphone,Electronics,North America,1,800,800.0,2025-01-22
ORD10340,Camera,Electronics,Australia,5,700,3500.0,2025-01-05
ORD10341,Football,Sports,Asia,2,60,120.0,2024-10-06
ORD10342,Air Conditioner,Home Appliances,Asia,1,3500,3500.0,2024-09-04
ORD10343,Air Conditioner,Home Appliances,Australia,6,3500,21000.0,2024-09-21
ORD10344,Smartwatch,Electronics,Asia,2,300,600.0,2025-01-15
ORD10345,Smartphone,Electronics,Europe,3,800,2400.0,2024-12-29
ORD10346,Lego Set,Toys,Asia,2,100,200.0,2024-10-06
ORD10347,Dumbbells,Sports,South America,2,150,300.0,2024-11-04
ORD10348,Tennis Racket,Sports,South America,3,120,360.0,2024-09-27
ORD10349,Science,Books,North America,1,30,30.0,2024-10-14
ORD10350,Sweater,Apparel,South America,2,60,120.0,2024-12-21
ORD10351,Jeans,Apparel,Australia,7,50,350.0,2025-02-02
ORD10352,Washing Machine,Home Appliances,Europe,2,1800,3600.0,2024-11-09
ORD10353,Running Shoes,Sports,Asia,1,100,100.0,2024-12-21
ORD10354,Vacuum Cleaner,Home Appliances,South America,3,500,1500.0,2024-11-14
ORD10355,Football,Sports,Asia,1,60,60.0,2024-10-06
ORD10356,T-Shirt,Apparel,Europe,4,25,100.0,2025-01-15
ORD10357,Vacuum Cleaner,Home Appliances,Australia,10,500,1083.2116083947967,2024-09-25
ORD10358,Bed,Furniture,North America,3,4500,13500.0,2024-09-22
ORD10359,Bed,Furniture,Australia,1,4500,4500.0,2024-12-29
ORD10360,Camera,Electronics,South America,6,700,1268.1290399907618,2024-11-13
ORD10361,Washing Machine,Home Appliances,North America,2,1800,3600.0,2025-01-03
ORD10362,Shoes,Apparel,Asia,2,80,160.0,2024-12-01
ORD10363,Microwave,Home Appliances,Asia,2,200,400.0,2024-12-16
ORD10364,Laptop,Electronics,Australia,3,1200,3600.0,2024-11-23
ORD10365,Doll,Toys,North America,2,50,100.0,2025-01-14
ORD10366,Tablet,Electronics,North America,2,500,1000.0,2025-01-09
ORD10367,Vacuum Cleaner,Home Appliances,Asia,1,500,500.0,2025-01-03
ORD10368,Tablet,Electronics,Asia,1,500,500.0,2024-10-20
ORD10369,Refrigerator,Home Appliances,North America,2,2500,5000.0,2025-02-06
ORD10370,Philosophy,Books,Asia,4,18,72.0,2025-01-23
ORD10371,Doll,Toys,Asia,4,50,200.0,2024-12-03
ORD10372,Air Conditioner,Home Appliances,North America,1,3500,3500.0,2024-08-31
ORD10373,Science,Books,Asia,3,30,90.0,2024-10-12
ORD10374,Board Game,Toys,Asia,2,80,160.0,2025-01-29
ORD10375,Air Conditioner,Home Appliances,Europe,4,3500,14000.0,2025-01-10
ORD10376,History,Books,North America,3,25,75.0,2025-02-24
ORD10377,Microwave,Home Appliances,South America,3,200,600.0,2024-09-12
ORD10378,History,Books,Europe,2,25,50.0,2024-10-05
ORD10379,Lego Set,Toys,South America,2,100,200.0,2025-01-21
ORD10380,Dining Table,Furniture,North America,7,3500,24500.0,2025-02-23
